表刹,biǎo chà,,“banners (or flags) and canopies” (“刹” is perhaps a transliteration of Skt. chattra [“a canopy”]),"Cf. 長表 (cháng biǎo), 金刹 (jīn chà)"
衣裓,yī gé,,“an apron”,
行詣,xíng yì,,"“goes to, visits”",
行處,xíng chù,,"“the range of contact, association; right conduct”#",
行樹,háng shù,,“a row of trees”,
行樹,xíng shù,,→ 行樹 (háng shù),
行,xíng,,"“conditioned states, conditioned things, those things which arise out of causes and conditions and constantly change” (a translation of Skt. saṃskāra)",
衆生濁,zhòng shēng zhuó,,“the defilement of sentient beings”,
衆會,zhòng huì,,"“an assembly, gathering; people of an assembly”",Cf. 會衆 (huì zhòng)
衆僧,zhòng sēng,,“a community of Buddhist monks”,"Cf. 僧 (sēng), 比丘僧 (bǐ qiū sēng)"
蝮蠍,fù xiē,,“vipers and scorpions”,
蜣蜋,qiāng láng,,"“dung beetle, dung chafer”",
蜈蚣,wú gōng,,“a centipede”,
蚰蜒,yóu yán,,“a common house centipede; scutiger”,
蚖蝮,wán fù,,"“venomous snakes, vipers”",
蚖蝮,yuán fù,,→ 蚖蝮 (wán fù),
蚖蛇,wán shé,,"“large, venomous snakes, vipers”",
蚖蛇,yuán shé,,→ 蚖蛇 (wán shé),
虛空住,xū kōng zhù,,name of a buddha,
處,chù,,"“a stage, state”#","Cf. 地 (dì), 無有是處 (wú yǒu shì chù)"
蘇油,sū yóu,,→ 酥油 (sū yóu),
蘇摩那,sū mó nà,QYS. suo muâ nâ-[nâ:],a transliteration of Skt. sumanā (“great flowering jasmine”),
藥王,yào wáng,,name of a bodhisattva,
藥上,yào shàng,,name of a bodhisattva,
藏護,cáng hù,,“hides and protects”,
藏竄,cáng cuàn,,“hides”,
藍婆,lán pó,QYS. lâm buâ, (name of a female demon),
薫陸,xūn lù,QYS. xjuən ljuk,"a kind of frankincense (an incomplete transliteration of Skt. kunduruka, kundurūka “resin of Boswellia thurifera”)",
薫油,xūn yóu,,“perfumed oil”,
薄拘羅,bó jū luó,QYS. bâk kəu[kju] lâ,name of a disciple of the Buddha,
蓬馞,péng bó,,→ 熢㶿 (péng bó),
蓬勃,péng bó,,→ 熢㶿 (péng bó),
蓬亂,péng luàn,,"“dishevelled, messy (hair)”",
葉,yè,,“a petal”,
著,zhuó,,"→ 樂著 (lè zhuó), 戀著 (liàn zhuó), 貪著 (tān zhuó)",
華齒,huā chǐ,,name of a female demon,
華香,huā xiāng,,“flowers and perfumes”,Cf. 香華 (xiāng huā)
華足安行,huā zú ān xíng,,name of a buddha,
華纓,huā yīng,,“tassel made of flowers” or “a flower garland”,
華樹,huā shù,,“a blossoming tree”,
華德,huā dé,,name of a bodhisattva,
華幡,huā fān,,“a banner made of flowers” or “a flowered banner”,
華光,huā guāng,,name of a buddha,
菩薩道,pú sà dào,,“the bodhisattva-Path”,
菩薩行,pú sà xíng,,“course of conduct of a bodhisattva”,
菩薩淨,pú sà jìng,,name of a samādhi,
菩薩心,pú sà xīn,,"“mind of a bodhisattva, thought of enlightenment”",
菩提樹,pú tí shù,,"“the Bodhi tree, the tree of enlightenment”",Cf. 道樹 (dào shù)
菓樹,guǒ shù,,“a fruit-bearing tree”,
莊校,zhuāng jiào,,"“adorns, decorates, ornaments”",
莊嚴王,zhuāng yán wáng,,name of a samādhi,
茵褥,yīn rù,,“a mat”,
茂好,mào hǎo,,"“flourishes, flourishing”",
苦際,kǔ jì,,→ 盡……際 (jìn ... jì),
苦諦,kǔ dì,,"“the truth of suffering, i.e. the reality that life is full of suffering”",
苦行,kǔ xíng,,"“religious austerity, difficult practices”",Cf. 難行 (nán xíng)
苦縛,kǔ fù,,“bonds of suffering”,
苦澁,kǔ sè,,“bitter and astringent”,
苦毒,kǔ dú,,"“pain, suffering; severe, harsh”",
苦患,kǔ huàn,,"“hardship, suffering”",
苦切,kǔ qiè,,"“earnestly, seriously, bitterly”",
若復,ruò fù,,“if”,
色相,sè xiàng,,"“form, shape, figure, appearance”",Cf. 色像 (sè xiàng)
色力,sè lì,,“appearance and strength”#,
色像,sè xiàng,,"“form, shape, figure, appearance”",Cf. 色相 (sè xiàng)
船舫,chuán fǎng,,“a ship”,
般若波羅蜜,bān ruò bō luó mì,,→ 般若波羅蜜 (bō rě bō luó mì),
般若波羅蜜,bō rě bō luó mì,QYS. puân ńźja: puâ lâ mjiet4,a transliteration of Skt. prajñāpāramitā (“perfection of wisdom”),
般涅槃,bān niè pán,QYS. puân niet buân,"“enters parinirvāṇa, enters complete extinction” (a transliteration of Skt. parinirvāṇa)",Cf. 涅槃 (niè pán)
舞戲,wǔ xì,,“dances” or “dances and plays”,
舍宅,shè zhái,,"“a house, residence”",
舍利弗,shè lì fú,QYS. śja- li- pjuət,name of a disciple of the Buddha,
舍利,shè lì,QYS. śja- li-,"“relics, human remains”",
舌相,shé xiàng,,“a spectacle (displayed) with the tongue”,
舌根,shé gēn,,“the faculty of the tongue”,
與欲,yǔ yù,,"“gives one’s consent” (a translation of Skt. chanda [“desire; approval, consent”]+ √dā [“to give”])",
與共倶,yǔ gòng jù,,“together”,"Cf. 與共 (yǔ gòng), 共倶 (gòng jù), 倶共 (jù gòng)"
與共,yǔ gòng,,“together”,Cf. 與共倶 (yǔ gòng jù)
與,yǔ,,"a preposition, used in a passive sentence to introduce the doer of the action.",Cf. 共 (gòng)
臺樓觀,tái lóu guān,,“high buildings and storeyed buildings”,
臺,tái,,“calyx”#,
臭穢,chòu huì,,"“fetid, foul, stinking”",
自然智慧,zì rán zhì huì,,"“wisdom, which arises of itself”","Cf. 自然慧 (zì rán huì), 自然智 (zì rán zhì)"
自然智,zì rán zhì,,"“wisdom, which arises of itself”","Cf. 自然慧 (zì rán huì), 自然智慧 (zì rán zhì huì)"
自然慧,zì rán huì,,"“wisdom, which arises of itself”","Cf. 自然智 (zì rán zhì), 自然智慧 (zì rán zhì huì)"
自然,zì rán,,"“self-existing, created spontaneously, made without cause, natural; spontaneously, of oneself",
自捨,zì shě,,"“except for, apart from”",
自從,zì cóng,,"“since, from”",
自在者,zì zài zhě,,“master of one’s self”,
自在天,zì zài tiān,,"“the Self-Master, the Omnipotent God” (a translation of Skt. Īśvara)","Cf. 自在 (zì zài), 大自在 (dà zì zài), 大自在天 (dà zì zài tiān)"
自在,zì zài,," (1) “self-existent, independent, master of one’s self”",Cf. 大自在 (dà zì zài)
自在,zì zài,," (2) “at will, as one likes”",Cf. 在 (zài)
自在,zì zài,,"“the Self-Master, the Omnipotent God” (a translation of Skt. Īśvara)","Cf. 自在天 (zì zài tiān), 大自在 (dà zì zài), 大自在天 (dà zì zài tiān)"
自共,zì gòng,,“each other”,
自,zì,,"→ 常自 (cháng zì), 甚自 (shèn zì)",
臣佐,chén zuǒ,,“assistants”,
膠香,jiāo xiāng,,“solid incense” (?) (Cf. “the scent of pine-tar”[Hurvitz: 295])
膠漆布,jiāo qī bù,,"“resin, lacquer and cloth”",
能善,néng shàn,,“is good at”,Cf. 善能 (shàn néng)
背喪,bèi sàng,,"“passes away, departs this life”",
肥壯,féi zhuàng,,“stout and robust”,
肉髻,ròu jì,,“the fleshy protuberance (on the head of the Buddha)”,
肉眼,ròu yǎn,,“the physical eyes”,
聲聞地,shēng wén dì,,“the stage of voice-hearers”,
聲聞人,shēng wén rén,,"“a voice-hearer, a disciple of the Buddha”",
聲聞乘,shēng wén shèng,,“the Vehicle of voice-hearers”,
聲聞,shēng wén,,"“a voice-hearer, a disciple of the Buddha”",
聰利,cōng lì,,"“(the ear) is acute, is sharp”#",
聞知,wén zhī,,“smells and identifies”#,
聞持,wén chí,,“hears and bears (in one’s) mind”,
聖師子,shèng shī zǐ,,"“a saintly lion, i.e. a buddha”",
聖尊,shèng zūn,,"“a venerable saint, sage and venerable one”","Cf. 大聖尊 (dà shèng zūn), 兩足聖尊 (liǎng zú shèng zūn)"
聖主,shèng zhǔ,,"“the sage lord, i.e. a buddha”#",Cf. 大聖主 (dà shèng zhǔ)
耽湎,dān miǎn,,"“abandons himself to, indulges in”",
耶輸陀羅,yē shū tuó luó,QYS. jia śju dâ lâ,name of the wife of Śākyamuni,
耳根,ěr gēn,,"“the aural faculty, the faculty of hearing”",
而復,ér fù,,"“and; but, contrary”",
而便,ér biàn,,"“but, contrary”",
而,ér,,"conjunction, placed between the subject and the predicate, adding no special meaning, merely functioning as a filler in a phrase.",
耆闍崛,qí shé jué,QYS. gji3 źja gjuət,name of a mountain,Cf. 靈鷲山 (líng jiù shān)
老朽,lǎo xiǔ,,“old and aged”,
老弊,lǎo bì,,“very aged”,
習誦,xí sòng,,“reads aloud and studies” or “reads aloud repeatedly”,
習學,xí xué,,"“learns, studies”",
羼提波羅蜜,chàn tí bō luó mì,QYS. tṣhǎn:[tṣhǎn-] diei puâ lâ mjiet4,a transliteration of Skt. kṣānti-pāramitā (“perfection of forbearance”),
義趣,yì qù,,"“meaning, intent”","Cf. 趣 (qù), 意趣 (yì qù)"
美饍,měi shàn,,“delicious foods”,Cf. 餚饍 (yáo shàn)
美音,měi yīn,,name of a gandharva king,
美,měi,,name of a gandharva king,
羅覆,luó fù,,"“is spread above, covers”",
羅網,luó wǎng,,“a net”,
羅睺羅,luó hóu luó,QYS. lâ γəu[γəu-] lâ,the son of the Buddha,Cf. 羅睺 (luó hóu)
羅睺,luó hóu,QYS. lâ γəu[γəu-],the son of the Buddha,Cf. 羅睺羅 (luó hóu luó)
羅睺,luó hóu,QYS. lâ γəu[γəu-],name of an asura king,
羅漢,luó hàn,,“a saint” (an incomplete transliteration of Skt. arhat),Cf. 阿羅漢 (ā luó hàn)
羅刹鬼,luó chà guǐ,,“a rākṣasa demon”,Cf. 羅刹 (luó chà)
羅刹女,luó chà nǚ,,“a female rākṣasa demon” (a translation of Skt. rākṣasī [a female demon]),Cf. 羅刹 (luó chà)
羅刹,luó chà,QYS. lâ tṣhat,a transliteration of Skt. rākṣasa (“a demon”),Cf. 羅刹鬼 (luó chà guǐ)
罪業,zuì yè,,“evil deeds”,
罪根,zuì gēn,,“roots of guilt”,
罪報,zuì bào,,“retribution for one’s guilt”,
罣礙,guà ài,,"“hinders, blocks; hindrance, obstruction, obstacle”",
缺落,quē luò,,"“falls out, is missing”",
缺漏,quē lòu,,"“defective, devoid of”",
缺壞,quē huài,,“broken”,
繚戾,liáo lì,,“crooked”,
繒蓋,zēng gài,,“a silken canopy”,
繒纊,zēng kuàng,,"“silken and flossy fabric, silk”",
總持,zǒng chí,,"“holds, bears in mind, remembers; a mystical charm, magical formula” (a translation of Skt. √dhṛ, dhāraṇī)",Cf. 陀羅尼 (tuó luó ní)
縱捨,zòng shě,,“lets one be”,
緣覺乘,yuán jué shèng,,“the Vehicle of enlightenment by (understanding) causation”,
緣覺,yuán jué,,"“enlightenment by (understanding) causation; those, who perceive causation”",Cf. 辟支佛 (bì zhī fó)
緣,yuán,," (1) “opportunity, occasion”",Cf. 事緣 (shì yuán)
緣,yuán,," (2) “causes, leads to, occasions” (a verb {??}",
緊那羅,jǐn nà luó,QYS. kjien:4 nâ- lâ,"a transliteration of Skt. kiṃnara (a mythical being, reckoned to be a horse with a man’s head or vice versa)",
網幔,wǎng màn,,→ 寶網幔 (bǎo wǎng màn),
綩綖,wǎn yán,,“a wavy carpet (made of fine cloth)” (a rhyming compound),
經行處,jīng xíng chù,,"“a place for walking up and down, esp. a terraced walk”",
經行,jīng xíng,,"“walks about (to take a break after meditation, eating etc., to clear up drowsiness); a path for walking about”",
經法,jīng fǎ,,"“the scriptural Dharma, teachings of a sutra”",
經卷,jīng juàn,,“a scripture”,
經,jīng,,"“what one preaches, teachings, sermon”#",
給與,gěi yǔ,,→ 給與 (jǐ yǔ),
給與,jǐ yǔ,,“gives”,
給侍,gěi shì,,→ 給侍 (jǐ shì),
給侍,jǐ shì,,"“serves, waits upon”",
絞絡,jiǎo luò,,"“is interlaced, intertwined”","Cf. 交絡 (jiāo luò), 寶交露幔 (bǎo jiāo lù màn), 珠交露幔 (zhū jiāo lù màn)"
結恨,jié hèn,,“a grudge”,
結加趺坐,jié jiā fū zuò,,“sits cross-legged”,Cf. 加趺 (jiā fū)
紺青,gàn qīng,,“dark purple” or “dark blue”,
細軟,xì ruǎn,,“fine”,
細氎,xì dié,,“fine cotton cloth” or “fine woolen cloth”,
細末,xì mò,,“powder”,
累劫,lèi jié,,“for many kalpas”,
納衣,nà yī,,“a patched garment”,
糞穢,fèn huì,,“dirt” or “excrement and filth”,
精進鎧,jīng jìn kǎi,,“the armour of perseverance”,
精舍,jīng shè,,"“a monastery, a temple”",
精勤,jīng qín,,“practises intensively”,
籌量,chóu liáng,," (1) “counts, calculates”",
籌量,chóu liáng,," (2) “ponders, thinks”",
簫笛,xiāo dí,,“flutes”,
算師,suàn shī,,"“a master of calculation, arithmetician”",
等類,děng lèi,,used after a personal pronoun or a noun to show plurality,
等正覺,děng zhèng jué,,“one who has attained equal and perfect enlightenment”,"Cf. 正覺 (zhèng jué), 最正覺 (zuì zhèng jué)"
竛竮,líng píng,,→ 伶俜 (líng píng),
窺看,kuī kàn,,"“peers out, looks out”",
窊曲,wā qū,,“concave and curved”,
空閑處,kòng xián chù,,"“a vacant (or uninhabited) place, a desert, wilderness”","Cf. 空處 (kòng chù), 空閑 (kòng xián), 空閑地 (kòng xián dì)"
空閑地,kòng xián dì,,"“a vacant (or uninhabited) place, a desert, wilderness”","Cf. 空處 (kòng chù), 空閑 (kòng xián), 空閑處 (kòng xián chù)"
空閑,kòng xián,,"“a vacant (or uninhabited) place, a desert, wilderness”#","Cf. 空處 (kòng chù), 空閑處 (kòng xián chù), 空閑地 (kòng xián dì)"
空處,kòng chù,,"“a vacant (or uninhabited) place, a desert, wilderness”#","Cf. 空閑 (kòng xián), 空閑處 (kòng xián chù), 空閑地 (kòng xián dì)"
空王,kōng wáng,,name of a buddha,
空法,kōng fǎ,,“the teaching of emptiness”,
空寂,kōng jì,,“empty and quiescent”,
空,kōng,,“emptiness”,
究竟,jiū jìng,,"“supreme, ultimate; completely; completes, finishes; finally; after all, in the end”",
穢濁,huì zhuó,,"“foul, filthy, dirty”",
穢惡,huì è,,“filth”,
稱計,chēng jì,,"“measures, calculates”",
稱怨,chēng yuàn,,"“laments at an injustice, bemoans”",
種相,zhǒng xiàng,,“sorts and distinctive features”,
種性,zhǒng xìng,,“nature”,
稚小,zhì xiǎo,,"“very young, little”",
禪窟,chán kū,,“a meditation cave”,
禪波羅蜜,chán bō luó mì,QYS. źjän puâ lâ mjiet4,a transliteration of a certain Middle Indic form of Skt. dhyāna-pāramitā (“perfection of concentration”),
禪悦食,chán yuè shí,,“the meal of delight in dhyāna-concentration”,
禪定,chán dìng,,“dhyāna-concentration”,Cf. 定 (dìng)
禪,chán,QYS. źjän,"a transliteration of Middle Indic forms jhāna, jhāṇa which correspond with Skt. dhyāna (“meditation”)",
福業,fú yè,,"“meritorious acts, acts which produce merit”",
福慶,fú qìng,,→ 宿福慶 (sù fú qìng),
福慧,fú huì,,“merit and wisdom”,
福德,fú dé,,"“merit, merit and virtue”",
福子,fú zǐ,,“a happy child”#,
禁戒,jìn jiè,,"“precepts, prohibitions (arising out of the Buddhist precepts)”",
神通遊戲,shén tōng yóu xì,,name of a samādhi,
神通力,shén tōng lì,,"“power of supernatural penetrations, supernatural powers”",Cf. 大神通力 (dà shén tōng lì)
神通,shén tōng,,"“supernatural penetrations, supernatural powers”","Cf. 大神通 (dà shén tōng), 大神通力 (dà shén tōng lì), 六神通 (liù shén tōng), 神通力 (shén tōng lì), 五神通 (wǔ shén tōng)"
神變,shén biàn,,"“supernatural wonder, miracles”",
神智,shén zhì,,“supernatural wisdom”,
神呪,shén zhòu,,“a supernatural spell”,Cf. 陀羅尼神咒 (tuó luó ní shén zhòu)
神力,shén lì,,“supernatural powers”,Cf. 大神力 (dà shén lì)
祕要,mì yào,,“the secret essence”,
祇夜,qí yè,QYS. gjie4 jia-,a transliteration of Skt. geya (a certain style of Buddhist sacred literature consisting of mingled prose and verse),
示現,shì xiàn,,"“manifests, shows, displays”",
示教,shì jiào,,"“instructs, teaches”",
示悟,shì wù,,“demonstrates and awakes”,
示導,shì dǎo,,"“instructs, guides”",
破有法王,pò yǒu fǎ wáng,,"“the king of the Dharma, destroyer of existence”",Cf. 法王 (fǎ wáng)
破僧,pò sēng,,“disunites the community of monks”,
石廟,shí miào,,“a stone mausoleum”,"Cf. 塔廟 (tǎ miào), 佛廟 (fó miào)"
短氣,duǎn qì,,“shortness of breath”,
矬陋,cuó lòu,,“short and ugly” or “ugly”,
知見,zhī jiàn,,“insight and knowledge; sees and knows”,
瞻蔔,zhān pú[bó],QYS. tśjäm bək,"a transliteration of Skt. campaka (Michelia Campaka, name of a flower)",
瞻奉,zhān fèng,,"“reveres, respects”",
瞋濁,chēn zhuó,,“irascible and muddled”,
瞋恨,chēn hèn,,“hates; hatred”,
瞋恚,chēn huì,,“rage and anger”,
睾帝,gāo dì,QYS. kâu tiei-,name of a female demon,
睪帝,yì dì,,→ 睾帝 (gāo dì),
眼目,yǎn mù,,"“eyes, sight”",
眼根,yǎn gēn,,"“the ocular faculty, the faculty of sight”",
眷屬,juàn shǔ,,"“followers, suite, retinue”",
眞金,zhēn jīn,,"“pure gold, fine gold”",
眞道,zhēn dào,,“the true Path”#,
眞要,zhēn yào,,"“true essentials, the essence”",
眞珠華,zhēn zhū huā,,"“pearl flowers, flowers of pearl”",
眞珠,zhēn zhū,,“pearl”,
眞淨,zhēn jìng,,“true and pure”,
眉間白毫相光,méi jiān bái háo xiàng guāng,,“a ray of light from the tuft of white hair between the eyebrows as (one of the thirty-three) characteristic feature (s of the Buddha)”,Cf. 白毫相光 (bái háo xiàng guāng)
眇目,miǎo mù,,“a one-eyed person”,
相貌,xiàng mào,,"“appearance, look”",
相撲,xiāng pū,,“wrestling”,
相扠,xiāng chā,,“boxing”,
盲瞑,máng míng,,“blind”,
目眞隣陀,mù zhēn lín tuó,QYS. mjuk tśjen ljen dâ,name of a mountain,Cf. 摩訶目眞隣陀 (mó hē mù zhēn lín tuó)
盡形,jìn xíng,,"“during the whole of life, all one’s life long”",Cf. 盡…形壽 (jìn ... xíng shòu)
盡…形壽,jìn ... xíng shòu,,"“during the whole of life, all one’s life long”",Cf. 盡形 (jìn xíng)
盡……際,jìn ... jì,,"“eliminates, exterminates; reaches the utmost point, attains the perfection (of something)”",
益加,yì jiā,,"“all the more, increasingly”",
皆悉,jiē xī,,“all”,Cf. 悉皆 (xī jiē)
皆共,jiē gòng,,"“all, all together”",Cf. 咸皆共 (xián jiē gòng)
百千萬億旋,bǎi qiān wàn yì xuán,,name of a dhāraṇī,
白鑞,bái là,,“tin” or “solder”,
白銀,bái yín,,“silver”,
白象王,bái xiàng wáng,,“a white elephant-king”,
白衣,bái yī,,"“one who wears white clothes, i.e. a layman”",
白蓮華,bái lián huā,,“a white lotus flower”,
白癩病,bái lài bìng,,“leprosy” (lit. “white leprosy”),
白毫相光,bái háo xiàng guāng,,“a ray of light from the tuft of white hair (between the eyebrows) as (one of the thirty-three) characteristic feature (s of the Buddha)”,Cf. 眉間白毫相光 (méi jiān bái háo xiàng guāng)
白毫,bái háo,,“the tuft of white hair (between the eyebrows)”,
白拂,bái fú,,"“white yak-tail fan, white chowry”",
𤼣躄,luán bì,,“hands and feet crooked”,
癰疽,yōng jū,,“ulcer”,
癡愛,chī ài,,“delusion and craving”#,
瘡胗,chuāng zhěn,,“ulcers on the lips”,
瘡癬,chuāng xuǎn,,“sores and ring worm”,
瘖瘂,yīn yǎ,,"“dumb, lacking the power of speech”",
痟痩,xiāo shòu,,"“wasted, emaciated”",
疲極,pí jí,,"“is exhausted, is very fatigued”",
疲厭,pí yàn,,"“fatigued, weary; weariness”",
疥癩,jiè lài,,"“scabby, has scabies”",
疑網,yí wǎng,,“a net of doubt”,
疑悔,yí huǐ,,“doubts and regrets” or “doubts (?)”,
當來世,dāng lái shì,,"“ages to come, future”","Cf. 來世 (lái shì), 未來世 (wèi lái shì)"
當來,dāng lái,,“future”,
當,dāng,," (used in a question for emphasis) “(how, what, who, where) on earth”",Cf. 爲 (wéi)
畫像,huà xiàng,,"“a painted image, a portrait”",
畢竟,bì jìng,,"“in the end, ultimately”",
畢陵伽婆蹉,bì líng qié pó cuō,QYS. pjiet4 ljəng gja buâ tshâ,name of a disciple of the Buddha,
畢已,bì yǐ,,“after having completed (an action)”,"Cf. 已 (yǐ), 已後 (yǐ hòu)"
畢力迦,bì lì jiā,QYS. pjiet4 ljək kja[ka],"a transliteration of Skt. pṛkkā (= spṛkkā, “Trigonella Corniculata, the horned trigonella”)",
界,jiè,,"“a sphere, region”",Cf. 國界 (guó jiè)
由旬,yóu xún,QYS. jiəu zjwen,a transliteration of Skt. yojana (an Indian measure of distance),
由…故,yóu ... gù,,“because of”,
甚自,shèn zì,,"“extremely, very much”",
甘露門,gān lù mén,,“the gate of ambrosia”,
甘露淨法,gān lù jìng fǎ,,“the pure doctrine of ambrosia”,
甘露法鼓,gān lù fǎ gǔ,,“the drum of the ambrosial doctrine”,Cf. 法鼓 (fǎ gǔ)
甄迦羅,zhēn jiā luó,QYS. kjiän4 kja[ka] lâ,a transliteration of Skt. kiṃkara (a certain high number),
甄叔迦寶,zhēn shū jiā bǎo,QYS. kjiän4 śjuk kja[ka],"“a jewel (which has the colour) of the kiṃśuka (the dhak or Bengal kino [Butea frondosa]), i.e. a red precious stone”",
瓫,pén,,“a pot”,
瓔珞,yīng luò,,“a festoon of jewels”,
瑕疵,xiá cī,,“blemish”,
琵琶,pí pá,,“a lute”,
現在,xiàn zài,,"“now, present, at present; in one’s presence; is present; appears”",Cf. 現前 (xiàn qián)
現化,xiàn huà,,"“displays transformations, takes on forms”",
現前,xiàn qián,," (1) “now, present, at present; in one’s presence”",Cf. 現在 (xiàn zài)
現前,xiàn qián,," (2) “appears, emerges”",
現世,xiàn shì,,“in the present life”,
現一切色身,xiàn yī qiè sè shēn,,name of a samādhi,
現一切世間,xiàn yī qiè shì jiān,,name of a buddha-world,
現,xiàn,,“at present”,
珠交露幔,zhū jiāo lù màn,,“a pearl-strewn curtain”,Cf. 寶交露幔 (bǎo jiāo lù màn)
珍妙,zhēn miào,,“marvellous”,
珂月,kē yuè,,“(white like) a sea-shell and the moon”,
玫瑰,méi guī,,"“a sparkling red gem” or “carnelian” (cf. Hurvitz: 38, fn.)",
王舍城,wáng shè chéng,,name of the chief city in Magadha,
猶故,yóu gù,,“still”,Cf. 故 (gù) (1)
猛利,měng lì,,"“very acute, very sharp”",
狹長,xiá cháng,,“narrow and long”,
狹劣,xiá liè,,"“mean, humble”",
狖貍,yòu lí,,“raccoon dogs” or “weasels and raccoon dogs”,
犛牛,máo niú,,“a yak”,
犍馱,jiān tuó,QYS. kjɒn[gjän3] dâ-,"a transliteration which corresponds with BHS. skanda, skandha (name of an evil being) or BHS. skabdha (a kind of demon) (?)",
牛頭栴檀,niú tóu zhān tán,,“sandalwood from a mountain shaped like an ox’s head” (Skt. gośīrṣacandana [“a kind of sandalwood”]),Cf. 栴檀 (zhān tán)
牆壁,qiáng bì,,“walls”,
父王,fù wáng,,“one’s father who is a king”,
爲……爲,wéi ... wéi,,“or” (used in an interrogative sentence),
爲……之所,wéi .... zhī suǒ,,"a preposition and a particle, used to form a phrase with a passive meaning",
爲,wéi,," (used in a question for emphasis) “(how, what, who, where) on earth”",Cf. 當 (dāng)
營從,yíng cóng,,“followers”,
燒香,shāo xiāng,,“incense for burning”,
燒煮,shāo zhǔ,,"“burns, scorches”",
燒害,shāo hài,,"“burns and damages, burns”",
燈明,dēng míng,,name of a buddha,Cf. 日月燈明 (rì yuè dēng míng)
燃燈,rán dēng,,name of a buddha,
熱惱,rè nǎo,,"“burning affliction, anguish, agony”",
熢㶿,fēng bó,,→ 熢㶿 (péng bó),
熢㶿,péng bó,,"“(smoke) billows, swells out”",
煩惱魔,fán nǎo mó,,"“the Māra of afflictions, of evil passions”",
煩惱濁,fán nǎo zhuó,,“the defilement of afflictions”,
煩惱,fán nǎo,,“afflictions”,
無餘涅槃,wú yú niè pán,,“nirvāṇa without residue”,"Cf. 涅槃 (niè pán), 有餘涅槃 (yǒu yú niè pán)"
無際,wú jì,,"“boundlessness, limitlessness”",
無量義處,wú liàng yì chù,,name of a samādhi,
無量義,wú liàng yì,,name of a Buddhist teaching,
無量意,wú liàng yì,,name of a prince,
無量力,wú liàng lì,,name of a bodhisattva,
無邊行,wú biān xíng,,name of a bodhisattva,
無緣,wú yuán,,name of a samādhi,
無等等,wú děng děng,,"“unparalleled, supreme” (a literal translation of BHS. asama-sama “unparalleled”)",
無等倫,wú děng lún,,“unparalleled; an unparalleled one”,
無礙智,wú ài zhì,,→ 四無礙智 (sì wú ài zhì),
無相,wú xiàng,,“formlessness; non-characteristic” (a translation of Skt.animitta),
無盡意,wú jìn yì,,name of a bodhisattva,
無畏,wú wèi,,"“fearlessness, confidence in oneself” (a translation of Skt. vaiśāradya)",Cf. 無所畏 (wú suǒ wèi)
無生法忍,wú shēng fǎ rěn,,“the acceptance of (the principle of) non-arising dharmas”,Cf. 忍 (rěn)
無爲,wú wéi,,"“uncreated, uncaused, non-active; free from ties, independent; free from the passions and senses, tranquil; non-activity; perfect calm, beatitude, complete satisfaction”",
無漏智,wú lòu zhì,,“wisdom free from outflows or from depravity”,
無漏,wú lòu,,"“free from outflows, from depravity or from evil; pure”","Cf. 漏 (lòu), 有漏 (yǒu lòu)"
無根,wú gēn,,“one who lacks the sex organ”#,
無有是處,wú yǒu shì chù,,“there is no possibility that ..... ; it is impossible that .... ”,
無明,wú míng,,“ignorance”,
無所畏,wú suǒ wèi,,"“fearlessness, confidence in oneself” (a translation of Skt. vaiśāradya)",Cf. 無畏 (wú wèi)
無復,wú fù,,"“there is not, without”",Cf. 復 (fù)
無師智,wú shī zhì,,“knowledge attained without a teacher”,
無學,wú xué,,→ 學無學 (xué wú xué),
無厭足,wú yàn zú,,name of a female demon,
無價,wú jià,,"“priceless, invaluable”",
無作,wú zuò,,"“no activity” (a translation of the Skt.apraṇihita[“is free from longing, desire”])",
無上道教,wú shàng dào jiào,,“the teachings of the unexcelled (Buddha-)Path”,"Cf. 無上道 (wú shàng dào), 無上佛道 (wú shàng fó dào)"
無上道,wú shàng dào,,“the unexcelled (Buddha-)Path; the unexcelled enlightenment”,"Cf. 道 (dào), 無上佛道 (wú shàng fó dào), 無上道教 (wú shàng dào jiào)"
無上法輪,wú shàng fǎ lún,,“the unexcelled Dharma-wheel”,Cf. 法輪 (fǎ lún)
無上法,wú shàng fǎ,,“the unexcelled Dharma”,
無上慧,wú shàng huì,,“the unexcelled knowledge”,
無上心,wú shàng xīn,,“the unexcelled thought (of enlightenment)”,
無上尊,wú shàng zūn,,"“the unexcelled, supreme one, i.e. a buddha”",
無上士,wú shàng shì,,“the unexcelled man” (one of the epithets of a buddha),
無上佛道,wú shàng fó dào,,“the unexcelled Buddha-Path; the unexcelled enlightenment of the Buddha”,"Cf. 佛道 (fó dào), 無上道 (wú shàng dào)"
烏鵲,wū què,,“crows” or “magpies”,
烏摩勒伽,wū mó lè qié,QYS. ʔuo muâ lək gja,a transliteration which corresponds with BHS. omāraka (a kind of demon),
火宅,huǒ zhái,,“a burning house”,
濟拔,jì bō,,"“relieves, saves”",
濟度,jì dù,,"“relieves, saves”",
濕生,shī shēng,,“birth from moisture; those which are born out of moisture (for example mosquitoes)” (one of the four types of birth),
濁惡世,zhuó è shì,,"“an evil world, stained with defilements; an evil period of defilements”",Cf. 五濁惡世 (wǔ zhuó è shì)
濁劫,zhuó jié,,"“a chaotic kalpa (a fabulous period of time, world-age)”",
濁亂,zhuó luàn,,"“chaotic, in disorder”",
